classificaiton,data_point_value,vocabulary_code,data_point_value_synonym,favor_more_specific
Primary CNS Histology,sweat gland adenoma (8400/0),8400/0,sweat gland tumor benign,NULL
Primary CNS Histology,sweat gland adenoma (8400/0),8400/0,syringadenoma,NULL
Primary CNS Histology,sweat gland tumor (8400/1),8400/1,sweat gland tumor,NULL
Primary CNS Histology,sweat gland adenocarcinoma (8400/3),8400/3,malignant sweat gland tumor,NULL
Primary CNS Histology,sweat gland adenocarcinoma (8400/3),8400/3,sweat gland adenocarcinoma,NULL
Primary CNS Histology,sweat gland adenocarcinoma (8400/3),8400/3,sweat gland carcinoma,NULL
Primary CNS Histology,sweat gland adenocarcinoma (8400/3),8400/3,sweat gland tumor malignant,NULL
Primary CNS Histology,hidradenoma (8402/0),8402/0,clear cell hidradenoma,NULL
Primary CNS Histology,hidradenoma (8402/0),8402/0,eccrine acrospiroma,NULL
Primary CNS Histology,hidradenoma (8402/0),8402/0,hidradenoma,NULL
Primary CNS Histology,hidradenoma (8402/0),8402/0,nodular hidradenoma,NULL
Primary CNS Histology,hidradenocarcinoma (8402/3),8402/3,hidradenocarcinoma,NULL
Primary CNS Histology,hidradenocarcinoma (8402/3),8402/3,malignant nodular hidradenoma,NULL
Primary CNS Histology,hidradenocarcinoma (8402/3),8402/3,nodular hidradenoma malignant,NULL
Primary CNS Histology,spiradenoma (8403/0),8403/0,eccrine spiradenoma,NULL
Primary CNS Histology,spiradenoma (8403/0),8403/0,spiradenoma,NULL
Primary CNS Histology,malignant eccrine spiradenoma (8403/3),8403/3,malignant eccrine spiradenoma,NULL
Primary CNS Histology,malignant eccrine spiradenoma (8403/3),8403/3,malignant neoplasm arising from pre-existing cylindroma,NULL
Primary CNS Histology,malignant eccrine spiradenoma (8403/3),8403/3,malignant neoplasm arising from pre-existing spiradenocylindroma,NULL
Primary CNS Histology,malignant eccrine spiradenoma (8403/3),8403/3,malignant neoplasm arising from pre-existing spiradenoma,NULL
Primary CNS Histology,hidrocystoma (8404/0),8404/0,eccrine cystadenoma,NULL
Primary CNS Histology,hidrocystoma (8404/0),8404/0,hidrocystadenoma,NULL
Primary CNS Histology,hidrocystoma (8404/0),8404/0,hidrocystoma,NULL
Primary CNS Histology,syringocystadenoma papilliferum (8406/0),8406/0,papillary syringadenoma,NULL
Primary CNS Histology,syringocystadenoma papilliferum (8406/0),8406/0,papillary syringocystadenoma,NULL
Primary CNS Histology,syringocystadenoma papilliferum (8406/0),8406/0,sialadenoma papilliferum,NULL
Primary CNS Histology,syringocystadenoma papilliferum (8406/0),8406/0,syringocystadenoma papilliferum,NULL
Primary CNS Histology,syringoma (8407/0),8407/0,infiltrating syringomatous adenoma of nipple,NULL
Primary CNS Histology,syringoma (8407/0),8407/0,syringoma,NULL
Primary CNS Histology,syringoma (8407/0),8407/0,syringomatous adenoma of nipple,NULL
Primary CNS Histology,syringoma (8407/0),8407/0,syringomatous tumor of nipple,NULL
Primary CNS Histology,microcystic adnexal carcinoma (8407/3),8407/3,microcystic adnexal carcinoma,NULL
Primary CNS Histology,microcystic adnexal carcinoma (8407/3),8407/3,sclerosing sweat duct carcinoma,NULL
Primary CNS Histology,microcystic adnexal carcinoma (8407/3),8407/3,syringomatous carcinoma,NULL
Primary CNS Histology,eccrine papillary adenoma (8408/0),8408/0,eccrine papillary adenoma,NULL
Primary CNS Histology,digital papillary adenocarcinoma (8408/3),8408/3,aggressive digital papillary adenoma,NULL
Primary CNS Histology,digital papillary adenocarcinoma (8408/3),8408/3,digital papillary adenocarcinoma,NULL
Primary CNS Histology,digital papillary adenocarcinoma (8408/3),8408/3,eccrine papillary adenocarcinoma,NULL
Primary CNS Histology,poroma (8409/0),8409/0,apocrine poroma,NULL
Primary CNS Histology,poroma (8409/0),8409/0,eccrine poroma,NULL
Primary CNS Histology,poroma (8409/0),8409/0,poroma,NULL
Primary CNS Histology,porocarcinoma (8409/3),8409/3,eccrine poroma malignant,NULL
Primary CNS Histology,porocarcinoma (8409/3),8409/3,malignant eccrine poroma,NULL
Primary CNS Histology,porocarcinoma (8409/3),8409/3,porocarcinoma,NULL
Primary CNS Histology,sebaceoma (8410/0),8410/0,sebaceoma,NULL
Primary CNS Histology,sebaceoma (8410/0),8410/0,sebaceous adenoma,NULL
Primary CNS Histology,sebaceoma (8410/0),8410/0,sebaceous epithelioma,NULL
Primary CNS Histology,sebaceous carcinoma (8410/3),8410/3,sebaceous adenocarcinoma,NULL
Primary CNS Histology,sebaceous carcinoma (8410/3),8410/3,sebaceous carcinoma,NULL
Primary CNS Histology,eccrine adenocarcinoma (8413/3),8413/3,eccrine adenocarcinoma,NULL
Primary CNS Histology,paraganglioma (8680/3),8680/3,paraganglioma,NULL
Primary CNS Histology,glomus tumor (8711/0),8711/0,glomus tumor,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,combined nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,conjunctival nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,deep penetrating nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,genital nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,hairy nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,melanocytic nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,meyerson nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,nevus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,nevus spilus,NULL
Primary CNS Histology,pigmented nevus (8720/0),8720/0,pigmented nevus,NULL
Primary CNS Histology,malignant melanoma (8720/3),8720/3,malignant melanoma,NULL
Primary CNS Histology,malignant melanoma (8720/3),8720/3,melanoma,NULL
Primary CNS Histology,malignant melanoma (8720/3),8720/3,melanoma meningeal,NULL
Primary CNS Histology,malignant melanoma (8720/3),8720/3,meningeal melanoma,NULL
Primary CNS Histology,malignant melanoma (8720/3),8720/3,nevoid melanoma,NULL
Primary CNS Histology,nodular melanoma (8721/3),8721/3,nodular melanoma,NULL
Primary CNS Histology,balloon cell nevus (8722/0),8722/0,balloon cell nevus,NULL
Primary CNS Histology,balloon cell melanoma (8722/3),8722/3,balloon cell melanoma,NULL
Primary CNS Histology,halo nevus (8723/0),8723/0,halo nevus,NULL
Primary CNS Histology,halo nevus (8723/0),8723/0,regressing nevus,NULL
Primary CNS Histology,"malignant melanoma, regressing (8723/3)",8723/3,malignant melanoma regressing,NULL
Primary CNS Histology,"malignant melanoma, regressing (8723/3)",8723/3,"malignant melanoma, regressing",NULL
Primary CNS Histology,"malignant melanoma, regressing (8723/3)",8723/3,regressing malignant melanoma,NULL
Primary CNS Histology,neuronevus (8725/0),8725/0,neuronevus,NULL
Primary CNS Histology,dysplastic nevus (8727/0),8727/0,dysplastic nevus,NULL
Primary CNS Histology,meningeal melanocytosis (8728/0),8728/0,diffuse melanocytosis,NULL
Primary CNS Histology,meningeal melanocytosis (8728/0),8728/0,meningeal melanocytosis,NULL
Primary CNS Histology,meningeal melanocytoma (8728/1),8728/1,meningeal melanocytoma,NULL
Primary CNS Histology,meningeal melanomatosis (8728/3),8728/3,meningeal melanomatosis,NULL
Primary CNS Histology,nonpigmented nevus (8730/0),8730/0,achromic nevus,NULL
Primary CNS Histology,nonpigmented nevus (8730/0),8730/0,nonpigmented nevus,NULL
Primary CNS Histology,amelanotic melanoma (8730/3),8730/3,amelanotic melanoma,NULL
Primary CNS Histology,junctional nevus (8740/0),8740/0,intraepidermal nevus,NULL
Primary CNS Histology,junctional nevus (8740/0),8740/0,junction nevus,NULL
Primary CNS Histology,junctional nevus (8740/0),8740/0,junctional nevus,NULL
Primary CNS Histology,malignant melanoma in junctional nevus (8740/3),8740/3,malignant melanoma in junctional nevus,NULL
Primary CNS Histology,precancerous melanosis (8741/2),8741/2,precancerous melanosis,NULL
Primary CNS Histology,malignant melanoma in precancerous melanosis (8741/3),8741/3,malignant melanoma in precancerous melanosis,NULL
Primary CNS Histology,lentiginous melanocytic nevus (8742/0),8742/0,lentiginous melanocytic nevus,NULL
Primary CNS Histology,lentiginous melanocytic nevus (8742/0),8742/0,lentigo simplex,NULL
Primary CNS Histology,lentiginous melanocytic nevus (8742/0),8742/0,simple lentigo,NULL
Primary CNS Histology,lentigo maligna (8742/2),8742/2,hutchinson melanotic freckle,NULL
Primary CNS Histology,lentigo maligna (8742/2),8742/2,lentigo maligna,NULL
Primary CNS Histology,lentigo maligna melanoma (8742/3),8742/3,lentigo maligna melanoma,NULL
Primary CNS Histology,lentigo maligna melanoma (8742/3),8742/3,malignant melanoma in hutchinson melanotic freckle,NULL
Primary CNS Histology,low cumulative sun damage melanoma (8743/3),8743/3,low cumulative sun damage melanoma,NULL
Primary CNS Histology,low cumulative sun damage melanoma (8743/3),8743/3,superficial spreading melanoma,NULL
Primary CNS Histology,acral nevus (8744/0),8744/0,acral nevus,NULL
Primary CNS Histology,acral melanoma (8744/3),8744/3,acral lentiginous melanoma malignant,NULL
Primary CNS Histology,acral melanoma (8744/3),8744/3,acral melanoma,NULL
Primary CNS Histology,acral melanoma (8744/3),8744/3,malignant acral lentiginous melanoma,NULL
Primary CNS Histology,desmoplastic melanoma (8745/3),8745/3,amelanotic desmoplastic melanoma,NULL
Primary CNS Histology,desmoplastic melanoma (8745/3),8745/3,desmoplastic melanoma,NULL
Primary CNS Histology,desmoplastic melanoma (8745/3),8745/3,desmoplastic melanoma amelanotic,NULL
Primary CNS Histology,desmoplastic melanoma (8745/3),8745/3,malignant neurotropic melanoma,NULL
Primary CNS Histology,desmoplastic melanoma (8745/3),8745/3,neurotropic melanoma malignant,NULL
Primary CNS Histology,dermal nevus (8750/0),8750/0,dermal nevus,NULL
Primary CNS Histology,dermal nevus (8750/0),8750/0,intradermal nevus,NULL
Primary CNS Histology,dermal nevus (8750/0),8750/0,stromal nevus,NULL
Primary CNS Histology,compound nevus (8760/0),8760/0,compound nevus,NULL
Primary CNS Histology,compound nevus (8760/0),8760/0,dermal and epidermal nevus,NULL
Primary CNS Histology,congenital melanocytic nevus (8761/0),8761/0,congenital melanocytic nevus,NULL
Primary CNS Histology,giant pigmented nevus (8761/1),8761/1,giant pigmented nevus,NULL
Primary CNS Histology,giant pigmented nevus (8761/1),8761/1,intermediate and giant congenital nevus,NULL
Primary CNS Histology,malignant melanoma arising in giant congenital nevus (8761/3),8761/3,malignant melanoma arising in giant congenital nevus,NULL
Primary CNS Histology,malignant melanoma arising in giant congenital nevus (8761/3),8761/3,malignant melanoma in congenital melanocytic nevus,NULL
Primary CNS Histology,malignant melanoma arising in giant congenital nevus (8761/3),8761/3,malignant melanoma in giant pigmented nevus,NULL
Primary CNS Histology,proliferative dermal lesion in congenital nevus (8762/1),8762/1,proliferative dermal lesion in congenital nevus,NULL
Primary CNS Histology,proliferative dermal lesion in congenital nevus (8762/1),8762/1,proliferative nodule in congenital melanocytic nevus,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,atypical spiz nevus,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,epithelioid and spindle cell nevus,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,juvenile melanoma,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,juvenile nevus,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,pigmented spindle cell nevus of reed,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,pigmented spindle cell spitz nevus,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,spitz nevus,NULL
Primary CNS Histology,epithelioid and spindle cell nevus (8770/0),8770/0,spiz nevus atypical,NULL
Primary CNS Histology,malignant spitz tumor (8770/3),8770/3,malignant spitz tumor,NULL
Primary CNS Histology,malignant spitz tumor (8770/3),8770/3,mixed epithelioid and spindle cell melanoma,NULL
Primary CNS Histology,malignant spitz tumor (8770/3),8770/3,spitz melanoma,NULL
Primary CNS Histology,malignant spitz tumor (8770/3),8770/3,spitzoid melanoma,NULL
Primary CNS Histology,epithelioid cell nevus (8771/0),8771/0,epithelioid cell nevus,NULL
Primary CNS Histology,spindle cell nevus (8772/0),8772/0,spindle cell nevus,NULL
Primary CNS Histology,blue nevus (8780/0),8780/0,blue nevus,NULL
Primary CNS Histology,blue nevus (8780/0),8780/0,jadassohn blue nevus,NULL
Primary CNS Histology,pigmented epithelioid melanocytoma (8780/1),8780/1,blue nevus epithelioid,NULL
Primary CNS Histology,pigmented epithelioid melanocytoma (8780/1),8780/1,epithelioid blue nevus,NULL
Primary CNS Histology,pigmented epithelioid melanocytoma (8780/1),8780/1,pigmented epithelioid melanocytoma,NULL
Primary CNS Histology,"blue nevus, malignant (8780/3)",8780/3,blue nevus malignant,NULL
Primary CNS Histology,"blue nevus, malignant (8780/3)",8780/3,"blue nevus, malignant",NULL
Primary CNS Histology,"blue nevus, malignant (8780/3)",8780/3,malignant blue nevus,NULL
Primary CNS Histology,"blue nevus, malignant (8780/3)",8780/3,melanoma arising in blue nevus,NULL
Primary CNS Histology,cellular blue nevus (8790/0),8790/0,cellular blue nevus,NULL
Primary CNS Histology,giant cell sarcoma (8802/3),8802/3,giant cell sarcoma,NULL
Primary CNS Histology,giant cell sarcoma (8802/3),8802/3,pleomorphic cell sarcoma,NULL
Primary CNS Histology,giant cell sarcoma (8802/3),8802/3,pleomorphic cell sarcoma undifferentiated,NULL
Primary CNS Histology,giant cell sarcoma (8802/3),8802/3,pleomorphic dermal sarcoma,NULL
Primary CNS Histology,giant cell sarcoma (8802/3),8802/3,pleomorphic sarcoma,NULL
Primary CNS Histology,giant cell sarcoma (8802/3),8802/3,undifferentiated pleomorphic cell sarcoma,NULL
Primary CNS Histology,fibrosarcoma (8810/3),8810/3,fibrosarcoma,NULL
Primary CNS Histology,"solitary fibrous tumor/hemangiopericytoma, grade 1 (8815/0)",8815/0,benign hemangiopericytoma,NULL
Primary CNS Histology,"solitary fibrous tumor/hemangiopericytoma, grade 1 (8815/0)",8815/0,grade 1 solitary fibrous tumor/hemangiopericytoma,NULL
Primary CNS Histology,"solitary fibrous tumor/hemangiopericytoma, grade 1 (8815/0)",8815/0,hemangiopericytoma benign,NULL
Primary CNS Histology,"solitary fibrous tumor/hemangiopericytoma, grade 1 (8815/0)",8815/0,solitary fibrous tumor/hemangiopericytoma grade 1,NULL
Primary CNS Histology,"solitary fibrous tumor/hemangiopericytoma, grade 1 (8815/0)",8815/0,"solitary fibrous tumor/hemangiopericytoma, grade 1",NULL
Primary CNS Histology,solitary fibrous tumor (8815/1),8815/1,grade 2 solitary fibrous tumor/hemangiopericytoma,NULL
Primary CNS Histology,solitary fibrous tumor (8815/1),8815/1,hemangiopericytic meningioma,NULL
Primary CNS Histology,solitary fibrous tumor (8815/1),8815/1,hemangiopericytoma,NULL
Primary CNS Histology,solitary fibrous tumor (8815/1),8815/1,localized fibrous tumor,NULL
Primary CNS Histology,solitary fibrous tumor (8815/1),8815/1,solitary fibrous tumor,NULL
Primary CNS Histology,solitary fibrous tumor (8815/1),8815/1,solitary fibrous tumor/hemangiopericytoma grade 2,NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,grade 3 solitary fibrous tumor/hemangiopericytoma,NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,hemangiopericytoma malignant,NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,malignant hemangiopericytoma,NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,malignant solitary fibrous tumor,NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,solitary fibrous tumor malignant,NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,"solitary fibrous tumor, malignant",NULL
Primary CNS Histology,"solitary fibrous tumor, malignant (8815/3)",8815/3,solitary fibrous tumor/hemangiopericytoma grade 3,NULL
Primary CNS Histology,aggressive fibromatosis (8821/1),8821/1,aggressive fibromatosis,NULL
Primary CNS Histology,aggressive fibromatosis (8821/1),8821/1,desmoid,NULL
Primary CNS Histology,aggressive fibromatosis (8821/1),8821/1,desmoid tumor,NULL
Primary CNS Histology,aggressive fibromatosis (8821/1),8821/1,desmoid type fibromatosis,NULL
Primary CNS Histology,aggressive fibromatosis (8821/1),8821/1,extra-abdominal desmoid,NULL
Primary CNS Histology,aggressive fibromatosis (8821/1),8821/1,invasive fibroma,NULL
Primary CNS Histology,sclerotic fibroma (8823/0),8823/0,sclerotic fibroma,NULL
Primary CNS Histology,myofibroblastoma (8825/0),8825/0,myofibroblastoma,NULL
Primary CNS Histology,myofibroblastic tumor (8825/1),8825/1,inflammatory myofibroblastic tumor,NULL
Primary CNS Histology,myofibroblastic tumor (8825/1),8825/1,myofibroblastic tumor,NULL
Primary CNS Histology,benign fibrous histiocytoma (8830/0),8830/0,benign fibrous histiocytoma,NULL
Primary CNS Histology,benign fibrous histiocytoma (8830/0),8830/0,epithelioid fibrous histiocytoma,NULL
Primary CNS Histology,benign fibrous histiocytoma (8830/0),8830/0,fibrous histiocytoma,NULL
Primary CNS Histology,benign fibrous histiocytoma (8830/0),8830/0,fibroxanthoma,NULL
Primary CNS Histology,benign fibrous histiocytoma (8830/0),8830/0,xanthofibroma,NULL
Primary CNS Histology,malignant fibrous histiocytoma (8830/3),8830/3,fibroxanthoma malignant,NULL
Primary CNS Histology,malignant fibrous histiocytoma (8830/3),8830/3,malignant fibrous histiocytoma,NULL
Primary CNS Histology,malignant fibrous histiocytoma (8830/3),8830/3,malignant fibroxanthoma,NULL
Primary CNS Histology,malignant fibrous histiocytoma (8830/3),8830/3,undifferentiated high grade pleomorphic sarcoma of bone,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,cutaneous histiocytoma,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,dermatofibroma,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,dermatofibroma lenticulare,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,pleomorphic fibroma,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,sclerosing hemangioma,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,sclerosing pneumocytoma,NULL
Primary CNS Histology,dermatofibroma (8832/0),8832/0,subepidermal nodular fibrosis,NULL
Primary CNS Histology,dermatofibrosarcoma protuberans (8832/1),8832/1,dermatofibrosarcoma,NULL
Primary CNS Histology,dermatofibrosarcoma protuberans (8832/1),8832/1,dermatofibrosarcoma protuberans,NULL
Primary CNS Histology,"dermatofibrosarcoma protuberans, fibrosarcomatous (8832/3)",8832/3,dermatofibrosarcoma protuberans fibrosarcomatous,NULL
Primary CNS Histology,"dermatofibrosarcoma protuberans, fibrosarcomatous (8832/3)",8832/3,"dermatofibrosarcoma protuberans, fibrosarcomatous",NULL
Primary CNS Histology,"dermatofibrosarcoma protuberans, fibrosarcomatous (8832/3)",8832/3,dermatofibrosarcoma sarcomatous,NULL
Primary CNS Histology,"dermatofibrosarcoma protuberans, fibrosarcomatous (8832/3)",8832/3,fibrosarcomatous dermatofibrosarcoma protuberans,NULL
Primary CNS Histology,"dermatofibrosarcoma protuberans, fibrosarcomatous (8832/3)",8832/3,sarcomatous dermatofibrosarcoma,NULL
Primary CNS Histology,pigmented dermatofibrosarcoma protuberans (8833/1),8833/1,bednar tumor,NULL
Primary CNS Histology,pigmented dermatofibrosarcoma protuberans (8833/1),8833/1,pigmented dermatofibrosarcoma protuberans,NULL
Primary CNS Histology,myxoma (8840/0),8840/0,myxoma,NULL
Primary CNS Histology,lipoma (8850/0),8850/0,lipoma,NULL
Primary CNS Histology,lipoma (8850/0),8850/0,thymolipoma,NULL
Primary CNS Histology,liposarcoma (8850/3),8850/3,fibroliposarcoma,NULL
Primary CNS Histology,liposarcoma (8850/3),8850/3,liposarcoma,NULL
Primary CNS Histology,angiolipoma (8861/0),8861/0,angiolipoma,NULL
Primary CNS Histology,hibernoma (8880/0),8880/0,brown fat tumor,NULL
Primary CNS Histology,hibernoma (8880/0),8880/0,fetal fat cell lipoma,NULL
Primary CNS Histology,hibernoma (8880/0),8880/0,hibernoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,apoplectic leiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,cotyledonoid leiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,dissecting leiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,fibroid uterus,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,fibromyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,hydropic leiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,leiomyofibroma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,leiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,leiomyoma apoplectic,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,leiomyoma hydropic,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,lipoleiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,lipomatous leiomyoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,myolipoma,NULL
Primary CNS Histology,leiomyoma (8890/0),8890/0,plexiform leiomyoma,NULL
Primary CNS Histology,leiomyosarcoma (8890/3),8890/3,leiomyosarcoma,NULL
Primary CNS Histology,rhabdomyoma (8900/0),8900/0,rhabdomyoma,NULL
Primary CNS Histology,rhabdomyosarcoma (8900/3),8900/3,rhabdomyosarcoma,NULL
Primary CNS Histology,rhabdomyosarcoma (8900/3),8900/3,rhabdosarcoma,NULL
Primary CNS Histology,pleomorphic adenoma (8940/0),8940/0,chondroid syringoma,NULL
Primary CNS Histology,pleomorphic adenoma (8940/0),8940/0,mixed tumor,NULL
Primary CNS Histology,pleomorphic adenoma (8940/0),8940/0,mixed tumor salivary gland type,NULL
Primary CNS Histology,pleomorphic adenoma (8940/0),8940/0,pleomorphic adenoma,NULL
Primary CNS Histology,pleomorphic adenoma (8940/0),8940/0,salivary gland type mixed tumor,NULL
Primary CNS Histology,"mesenchymoma, malignant (8990/3)",8990/3,malignant mesenchymoma,NULL
Primary CNS Histology,"mesenchymoma, malignant (8990/3)",8990/3,malignant phosphaturic mesenchymal tumor,NULL
Primary CNS Histology,"mesenchymoma, malignant (8990/3)",8990/3,mesenchymoma malignant,NULL
Primary CNS Histology,"mesenchymoma, malignant (8990/3)",8990/3,"mesenchymoma, malignant",NULL
Primary CNS Histology,"mesenchymoma, malignant (8990/3)",8990/3,mixed mesenchymal sarcoma,NULL
Primary CNS Histology,"mesenchymoma, malignant (8990/3)",8990/3,phosphaturic mesenchymal tumor malignant,NULL
Primary CNS Histology,"synovial sarcoma, spindle cell (9041/3)",9041/3,monophasic fibrous synovial sarcoma,NULL
Primary CNS Histology,"synovial sarcoma, spindle cell (9041/3)",9041/3,spindle cell synovial sarcoma,NULL
Primary CNS Histology,"synovial sarcoma, spindle cell (9041/3)",9041/3,synovial sarcoma monophasic fibrous,NULL
Primary CNS Histology,"synovial sarcoma, spindle cell (9041/3)",9041/3,synovial sarcoma spindle cell,NULL
Primary CNS Histology,"synovial sarcoma, spindle cell (9041/3)",9041/3,"synovial sarcoma, spindle cell",NULL
Primary CNS Histology,"mesothelioma, malignant (9050/3)",9050/3,malignant mesothelioma,NULL
Primary CNS Histology,"mesothelioma, malignant (9050/3)",9050/3,mesothelioma,NULL
Primary CNS Histology,"mesothelioma, malignant (9050/3)",9050/3,mesothelioma malignant,NULL
Primary CNS Histology,"mesothelioma, malignant (9050/3)",9050/3,"mesothelioma, malignant",NULL
Primary CNS Histology,germinoma (9064/3),9064/3,germ cell tumor,NULL
Primary CNS Histology,germinoma (9064/3),9064/3,germinoma,NULL
Primary CNS Histology,embryonal carcinoma (9070/3),9070/3,embryonal adenocarcinoma,NULL
Primary CNS Histology,embryonal carcinoma (9070/3),9070/3,embryonal carcinoma,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,embryonal carcinoma infantile,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,endodermal sinus tumor,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,hepatoid yolk sac tumor,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,infantile embryonal carcinoma,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,orchioblastoma,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,polyvesicular vitelline tumor,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,post-pubertal type yolk sac tumor,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,pre-pubertal type yolk sac tumor,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,yolk sac tumor,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,yolk sac tumor post-pubertal type,NULL
Primary CNS Histology,yolk sac tumor (9071/3),9071/3,yolk sac tumor pre-pubertal type,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,adult cystic teratoma,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,adult teratoma,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,benign teratoma,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,cystic teratoma,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,differentiated teratoma,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,mature teratoma,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,teratoma benign,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,teratoma differentiated,NULL
Primary CNS Histology,"teratoma, benign (9080/0)",9080/0,"teratoma, benign",NULL
Primary CNS Histology,teratoma (9080/1),9080/1,germ cell tumor regressed,NULL
Primary CNS Histology,teratoma (9080/1),9080/1,immature teratoma of the lung,NULL
Primary CNS Histology,teratoma (9080/1),9080/1,immature teratoma of the thymus,NULL
Primary CNS Histology,teratoma (9080/1),9080/1,immature teratoma of the thyroid,NULL
Primary CNS Histology,teratoma (9080/1),9080/1,regressed germ cell tumor,NULL
Primary CNS Histology,teratoma (9080/1),9080/1,solid teratoma,NULL
Primary CNS Histology,teratoma (9080/1),9080/1,teratoma,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,embryonal teratoma,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,immature teratoma,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,immature teratoma malignant,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,malignant immature teratoma,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,malignant teratoblastoma,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,malignant teratoma,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,teratoblastoma malignant,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,teratoma malignant,NULL
Primary CNS Histology,"teratoma, malignant (9080/3)",9080/3,"teratoma, malignant",NULL
Primary CNS Histology,teratoma with malignant transformation (9084/3),9084/3,dermoid cyst with malignant transformation,NULL
Primary CNS Histology,teratoma with malignant transformation (9084/3),9084/3,dermoid cyst with secondary tumor,NULL
Primary CNS Histology,teratoma with malignant transformation (9084/3),9084/3,teratoma with malignant transformation,NULL
Primary CNS Histology,teratoma with malignant transformation (9084/3),9084/3,teratoma with somatic type malignancies,NULL
Primary CNS Histology,mixed germ cell tumor (9085/3),9085/3,mixed germ cell tumor,NULL
Primary CNS Histology,mixed germ cell tumor (9085/3),9085/3,mixed teratoma and seminoma,NULL
