"classificaiton","data_point_value","vocabulary_code","data_point_value_synonym","favor_more_specific"
"Primary Site","pyriform sinus (c12.9)","C12.9","pyriform fossa",NULL
"Primary Site","pyriform sinus (c12.9)","C12.9","pyriform sinus",NULL
"Primary Site","postcricoid region (c13.0)","C13.0","cricoid",NULL
"Primary Site","postcricoid region (c13.0)","C13.0","cricopharynx",NULL
"Primary Site","postcricoid region (c13.0)","C13.0","postcricoid region",NULL
"Primary Site","hypopharyngeal aspect of aryepiglottic fold (c13.1)","C13.1","aryepiglottic fold",NULL
"Primary Site","hypopharyngeal aspect of aryepiglottic fold (c13.1)","C13.1","arytenoid fold",NULL
"Primary Site","hypopharyngeal aspect of aryepiglottic fold (c13.1)","C13.1","hypopharyngeal aspect of aryepiglottic fold",NULL
"Primary Site","hypopharyngeal aspect of aryepiglottic fold (c13.1)","C13.1","laryngeal aspect of aryepiglottic fold",NULL
"Primary Site","posterior wall of hypopharynx (c13.2)","C13.2","posterior wall of hypopharynx",NULL
"Primary Site","overlapping lesion of hypopharynx (c13.8)","C13.8","overlapping lesion of hypopharynx",NULL
"Primary Site","hypopharynx (c13.9)","C13.9","hypopharyngeal wall",NULL
"Primary Site","hypopharynx (c13.9)","C13.9","hypopharynx",NULL
"Primary Site","hypopharynx (c13.9)","C13.9","laryngopharynx",NULL
"Primary Site","pharynx (c14.0)","C14.0","lateral wall of pharynx",NULL
"Primary Site","pharynx (c14.0)","C14.0","pharyngeal wall",NULL
"Primary Site","pharynx (c14.0)","C14.0","pharynx",NULL
"Primary Site","pharynx (c14.0)","C14.0","posterior wall of pharynx",NULL
"Primary Site","pharynx (c14.0)","C14.0","retropharynx",NULL
"Primary Site","pharynx (c14.0)","C14.0","throat",NULL
"Primary Site","pharynx (c14.0)","C14.0","wall of pharynx",NULL
"Primary Site","waldeyer ring (c14.2)","C14.2","waldeyer ring",NULL
"Primary Site","overlapping lesion of lip, oral cavity and pharynx (c14.8)","C14.8","oral cavity and pharynx overlapping lesion of lip",NULL
"Primary Site","overlapping lesion of lip, oral cavity and pharynx (c14.8)","C14.8","overlapping lesion of lip oral cavity and pharynx",NULL
"Primary Site","overlapping lesion of lip, oral cavity and pharynx (c14.8)","C14.8","overlapping lesion of lip, oral cavity and pharynx",NULL
"Primary Site","cervical esophagus (c15.0)","C15.0","cervical esophagus",NULL
"Primary Site","thoracic esophagus (c15.1)","C15.1","thoracic esophagus",NULL
"Primary Site","abdominal esophagus (c15.2)","C15.2","abdominal esophagus",NULL
"Primary Site","upper third of esophagus (c15.3)","C15.3","proximal third of esophagus",NULL
"Primary Site","upper third of esophagus (c15.3)","C15.3","upper third of esophagus",NULL
"Primary Site","middle third of esophagus (c15.4)","C15.4","middle third of esophagus",NULL
"Primary Site","lower third of esophagus (c15.5)","C15.5","distal third of esophagus",NULL
"Primary Site","lower third of esophagus (c15.5)","C15.5","lower third of esophagus",NULL
"Primary Site","overlapping lesion of esophagus (c15.8)","C15.8","overlapping lesion of esophagus",NULL
"Primary Site","esophagus (c15.9)","C15.9","esophagus",NULL
"Primary Site","cardia (c16.0)","C16.0","cardia",NULL
"Primary Site","cardia (c16.0)","C16.0","cardioesophageal junction",NULL
"Primary Site","cardia (c16.0)","C16.0","esophagogastric junction",NULL
"Primary Site","cardia (c16.0)","C16.0","gastric cardia",NULL
"Primary Site","cardia (c16.0)","C16.0","gastroesophageal junction",NULL
"Primary Site","fundus of stomach (c16.1)","C16.1","fundus of stomach",NULL
"Primary Site","fundus of stomach (c16.1)","C16.1","gastric fundus",NULL
"Primary Site","body of stomach (c16.2)","C16.2","body of stomach",NULL
"Primary Site","body of stomach (c16.2)","C16.2","corpus of stomach",NULL
"Primary Site","body of stomach (c16.2)","C16.2","gastric corpus",NULL
"Primary Site","gastric antrum (c16.3)","C16.3","antrum of stomach",NULL
"Primary Site","gastric antrum (c16.3)","C16.3","gastric antrum",NULL
"Primary Site","gastric antrum (c16.3)","C16.3","pyloric antrum",NULL
"Primary Site","pylorus (c16.4)","C16.4","prepylorus",NULL
"Primary Site","pylorus (c16.4)","C16.4","pyloric canal",NULL
"Primary Site","pylorus (c16.4)","C16.4","pylorus",NULL
"Primary Site","lesser curvature of stomach (c16.5)","C16.5","lesser curvature of stomach",NULL
"Primary Site","greater curvature of stomach (c16.6)","C16.6","greater curvature of stomach",NULL
"Primary Site","overlapping lesion of stomach (c16.8)","C16.8","anterior wall of stomach",NULL
"Primary Site","overlapping lesion of stomach (c16.8)","C16.8","overlapping lesion of stomach",NULL
"Primary Site","overlapping lesion of stomach (c16.8)","C16.8","posterior wall of stomach",NULL
"Primary Site","stomach (c16.9)","C16.9","gastric",NULL
"Primary Site","stomach (c16.9)","C16.9","stomach",NULL
"Primary Site","duodenum (c17.0)","C17.0","duodenum",NULL
"Primary Site","jejunum (c17.1)","C17.1","jejunum",NULL
"Primary Site","ileum (c17.2)","C17.2","ileum",NULL
"Primary Site","meckel diverticulum (c17.3)","C17.3","meckel diverticulum",NULL
"Primary Site","overlapping lesion of smallintestine (c17.8)","C17.8","overlapping lesion of smallintestine",NULL
"Primary Site","small intestine (c17.9)","C17.9","small bowel",NULL
"Primary Site","small intestine (c17.9)","C17.9","small intestine",NULL
"Primary Site","cecum (c18.0)","C18.0","cecum",NULL
"Primary Site","cecum (c18.0)","C18.0","ileocecal junction",NULL
"Primary Site","cecum (c18.0)","C18.0","ileocecal valve",NULL
"Primary Site","appendix (c18.1)","C18.1","appendix",NULL
"Primary Site","ascending colon (c18.2)","C18.2","ascending colon",NULL
"Primary Site","ascending colon (c18.2)","C18.2","right colon",NULL
"Primary Site","hepatic flexure of colon (c18.3)","C18.3","hepatic flexure of colon",NULL
"Primary Site","transverse colon (c18.4)","C18.4","transverse colon",NULL
"Primary Site","splenic flexure of colon (c18.5)","C18.5","splenic flexure of colon",NULL
"Primary Site","descending colon (c18.6)","C18.6","descending colon",NULL
"Primary Site","descending colon (c18.6)","C18.6","left colon",NULL
"Primary Site","sigmoid colon (c18.7)","C18.7","pelvic colon",NULL
"Primary Site","sigmoid colon (c18.7)","C18.7","sigmoid",NULL
"Primary Site","sigmoid colon (c18.7)","C18.7","sigmoid colon",NULL
"Primary Site","sigmoid colon (c18.7)","C18.7","sigmoid flexure of colon",NULL
"Primary Site","overlapping lesion of colon (c18.8)","C18.8","overlapping lesion of colon",NULL
"Primary Site","colon (c18.9)","C18.9","and rectosigmoid junction",NULL
"Primary Site","colon (c18.9)","C18.9","colon",NULL
"Primary Site","colon (c18.9)","C18.9","large bowel",NULL
"Primary Site","colon (c18.9)","C18.9","large intestine",NULL
"Primary Site","colon (c18.9)","C18.9","rectum",NULL
"Primary Site","rectosigmoid junction (c19.9)","C19.9","colon and rectum",NULL
"Primary Site","rectosigmoid junction (c19.9)","C19.9","pelvirectal junction",NULL
"Primary Site","rectosigmoid junction (c19.9)","C19.9","rectosigmoid",NULL
"Primary Site","rectosigmoid junction (c19.9)","C19.9","rectosigmoid colon",NULL
"Primary Site","rectosigmoid junction (c19.9)","C19.9","rectosigmoid junction",NULL
"Primary Site","rectum (c20.9)","C20.9","rectal ampulla",NULL
"Primary Site","rectum (c20.9)","C20.9","rectum",NULL
"Primary Site","anus (c21.0)","C21.0","anus",NULL
"Primary Site","anal canal (c21.1)","C21.1","anal canal",NULL
"Primary Site","anal canal (c21.1)","C21.1","anal sphincter",NULL
"Primary Site","cloacogenic zone (c21.2)","C21.2","cloacogenic zone",NULL
"Primary Site","overlapping lesion of rectum, anus and anal canal (c21.8)","C21.8","anorectal junction",NULL
"Primary Site","overlapping lesion of rectum, anus and anal canal (c21.8)","C21.8","anorectum",NULL
"Primary Site","overlapping lesion of rectum, anus and anal canal (c21.8)","C21.8","anus and anal canal overlapping lesion of rectum",NULL
"Primary Site","overlapping lesion of rectum, anus and anal canal (c21.8)","C21.8","overlapping lesion of rectum anus and anal canal",NULL
"Primary Site","overlapping lesion of rectum, anus and anal canal (c21.8)","C21.8","overlapping lesion of rectum, anus and anal canal",NULL
"Primary Site","liver (c22.0)","C22.0","hepatic",NULL
"Primary Site","liver (c22.0)","C22.0","liver",NULL
"Primary Site","intrahepatic bile duct (c22.1)","C22.1","biliary canaliculus",NULL
"Primary Site","intrahepatic bile duct (c22.1)","C22.1","cholangiole",NULL
"Primary Site","intrahepatic bile duct (c22.1)","C22.1","intrahepatic bile duct",NULL
"Primary Site","gallbladder (c23.9)","C23.9","gallbladder",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","bile duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","biliary duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","choledochal duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","common bile duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","common duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","cystic bile duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","cystic duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","extrahepatic bile duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","hepatic bile duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","hepatic duct",NULL
"Primary Site","extrahepatic bile duct (c24.0)","C24.0","sphincter of oddi",NULL
"Primary Site","ampulla of vater (c24.1)","C24.1","ampulla of vater",NULL
"Primary Site","ampulla of vater (c24.1)","C24.1","periampullary",NULL
"Primary Site","overlapping lesion of biliary tract note: (c24.8)","C24.8","overlapping lesion of biliary tract note:",NULL
"Primary Site","biliary tract (c24.9)","C24.9","biliary tract",NULL
"Primary Site","head of pancreas (c25.0)","C25.0","head of pancreas",NULL
"Primary Site","body of pancreas (c25.1)","C25.1","body of pancreas",NULL
"Primary Site","tail of pancreas (c25.2)","C25.2","tail of pancreas",NULL
"Primary Site","pancreatic duct (c25.3)","C25.3","duct of santorini",NULL
"Primary Site","pancreatic duct (c25.3)","C25.3","duct of wirsung",NULL
"Primary Site","pancreatic duct (c25.3)","C25.3","pancreatic duct",NULL
"Primary Site","islets of langerhans (c25.4)","C25.4","endocrine pancreas",NULL
"Primary Site","islets of langerhans (c25.4)","C25.4","islands of langerhans",NULL
"Primary Site","islets of langerhans (c25.4)","C25.4","islets of langerhans",NULL
"Primary Site","other specified parts of pancreas (c25.7)","C25.7","neck of pancreas",NULL
"Primary Site","other specified parts of pancreas (c25.7)","C25.7","other specified parts of pancreas",NULL
"Primary Site","overlapping lesion of pancreas (c25.8)","C25.8","overlapping lesion of pancreas",NULL
"Primary Site","pancreas (c25.9)","C25.9","pancreas",NULL
"Primary Site","intestinal tract (c26.0)","C26.0","bowel",NULL
"Primary Site","intestinal tract (c26.0)","C26.0","intestinal tract",NULL
"Primary Site","intestinal tract (c26.0)","C26.0","intestine",NULL
"Primary Site","overlapping lesion of digestive system (c26.8)","C26.8","overlapping lesion of digestive system",NULL
"Primary Site","gastrointestinal tract (c26.9)","C26.9","digestive organs",NULL
"Primary Site","gastrointestinal tract (c26.9)","C26.9","gastrointestinal tract",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","internal nose",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","naris",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","nasal cartilage",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","nasal cavity",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","nasal mucosa",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","nasal septum",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","nasal turbinate",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","nostril",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","posterior margin of nasal septum",NULL
"Primary Site","nasal cavity (c30.0)","C30.0","vestibule of nose",NULL
"Primary Site","middle ear (c30.1)","C30.1","auditory tube",NULL
"Primary Site","middle ear (c30.1)","C30.1","eustachian tube",NULL
"Primary Site","middle ear (c30.1)","C30.1","inner ear",NULL
"Primary Site","middle ear (c30.1)","C30.1","mastoid antrum",NULL
"Primary Site","middle ear (c30.1)","C30.1","middle ear",NULL
"Primary Site","middle ear (c30.1)","C30.1","tympanic cavity",NULL
"Primary Site","maxillary sinus (c31.0)","C31.0","antrum",NULL
"Primary Site","maxillary sinus (c31.0)","C31.0","maxillary antrum",NULL
"Primary Site","maxillary sinus (c31.0)","C31.0","maxillary sinus",NULL
"Primary Site","ethmoid sinus (c31.1)","C31.1","ethmoid sinus",NULL
"Primary Site","frontal sinus (c31.2)","C31.2","frontal sinus",NULL
"Primary Site","sphenoid sinus (c31.3)","C31.3","sphenoid sinus",NULL
"Primary Site","overlapping lesion of accessory sinuses (c31.8)","C31.8","overlapping lesion of accessory sinuses",NULL
"Primary Site","accessory sinus (c31.9)","C31.9","accessory nasal sinus",NULL
"Primary Site","accessory sinus (c31.9)","C31.9","accessory sinus",NULL
"Primary Site","accessory sinus (c31.9)","C31.9","paranasal sinus",NULL
"Primary Site","glottis (c32.0)","C32.0","glottis",NULL
"Primary Site","glottis (c32.0)","C32.0","intrinsic larynx",NULL
"Primary Site","glottis (c32.0)","C32.0","laryngeal commissure",NULL
"Primary Site","glottis (c32.0)","C32.0","true cord",NULL
"Primary Site","glottis (c32.0)","C32.0","true vocal cord",NULL
"Primary Site","glottis (c32.0)","C32.0","vocal cord",NULL
"Primary Site","supraglottis (c32.1)","C32.1","anterior surface of epiglottis",NULL
"Primary Site","supraglottis (c32.1)","C32.1","epiglottis",NULL
"Primary Site","supraglottis (c32.1)","C32.1","extrinsic larynx",NULL
"Primary Site","supraglottis (c32.1)","C32.1","false cord",NULL
"Primary Site","supraglottis (c32.1)","C32.1","false vocal cord",NULL
"Primary Site","supraglottis (c32.1)","C32.1","laryngeal aspect of aryepiglottic fold",NULL
"Primary Site","supraglottis (c32.1)","C32.1","posterior surface of epiglottis",NULL
"Primary Site","supraglottis (c32.1)","C32.1","supraglottis",NULL
"Primary Site","supraglottis (c32.1)","C32.1","ventricular band of larynx",NULL
"Primary Site","subglottis (c32.2)","C32.2","subglottis",NULL
"Primary Site","laryngeal cartilage (c32.3)","C32.3","arytenoid cartilage",NULL
"Primary Site","laryngeal cartilage (c32.3)","C32.3","cricoid cartilage",NULL
"Primary Site","laryngeal cartilage (c32.3)","C32.3","cuneiform cartilage",NULL
"Primary Site","laryngeal cartilage (c32.3)","C32.3","laryngeal cartilage",NULL
"Primary Site","laryngeal cartilage (c32.3)","C32.3","thyroid cartilage",NULL
"Primary Site","overlapping lesion of larynx (c32.8)","C32.8","overlapping lesion of larynx",NULL
"Primary Site","larynx (c32.9)","C32.9","larynx",NULL
"Primary Site","trachea (c33.9)","C33.9","trachea",NULL
"Primary Site","main bronchus (c34.0)","C34.0","carina",NULL
"Primary Site","main bronchus (c34.0)","C34.0","hilus of lung",NULL
"Primary Site","main bronchus (c34.0)","C34.0","main bronchus",NULL
"Primary Site","upper lobe, lung (c34.1)","C34.1","bronchus upper lobe",NULL
"Primary Site","upper lobe, lung (c34.1)","C34.1","lingula of lung",NULL
"Primary Site","upper lobe, lung (c34.1)","C34.1","lung upper lobe",NULL
"Primary Site","upper lobe, lung (c34.1)","C34.1","upper lobe bronchus",NULL
"Primary Site","upper lobe, lung (c34.1)","C34.1","upper lobe lung",NULL
"Primary Site","upper lobe, lung (c34.1)","C34.1","upper lobe, lung",NULL
"Primary Site","middle lobe, lung (c34.2)","C34.2","bronchus middle lobe",NULL
"Primary Site","middle lobe, lung (c34.2)","C34.2","lung middle lobe",NULL
"Primary Site","middle lobe, lung (c34.2)","C34.2","middle lobe bronchus",NULL
"Primary Site","middle lobe, lung (c34.2)","C34.2","middle lobe lung",NULL
"Primary Site","middle lobe, lung (c34.2)","C34.2","middle lobe, lung",NULL
"Primary Site","lower lobe, lung (c34.3)","C34.3","bronchus lower lobe",NULL
"Primary Site","lower lobe, lung (c34.3)","C34.3","lower lobe bronchus",NULL
"Primary Site","lower lobe, lung (c34.3)","C34.3","lower lobe lung",NULL
"Primary Site","lower lobe, lung (c34.3)","C34.3","lower lobe, lung",NULL
"Primary Site","lower lobe, lung (c34.3)","C34.3","lung lower lobe",NULL
"Primary Site","overlapping lesion of lung (c34.8)","C34.8","overlapping lesion of lung",NULL
"Primary Site","lung (c34.9)","C34.9","bronchiole",NULL
"Primary Site","lung (c34.9)","C34.9","bronchogenic",NULL
"Primary Site","lung (c34.9)","C34.9","bronchus",NULL
"Primary Site","lung (c34.9)","C34.9","lung",NULL
"Primary Site","lung (c34.9)","C34.9","pulmonary",NULL
"Primary Site","thymus (c37.9)","C37.9","thymus",NULL
"Primary Site","heart (c38.0)","C38.0","cardiac atrium",NULL
"Primary Site","heart (c38.0)","C38.0","cardiac ventricle",NULL
"Primary Site","heart (c38.0)","C38.0","endocardium",NULL
"Primary Site","heart (c38.0)","C38.0","epicardium",NULL
"Primary Site","heart (c38.0)","C38.0","heart",NULL
"Primary Site","heart (c38.0)","C38.0","myocardium",NULL
"Primary Site","heart (c38.0)","C38.0","pericardium",NULL
"Primary Site","anterior mediastinum (c38.1)","C38.1","anterior mediastinum",NULL
"Primary Site","posterior mediastinum (c38.2)","C38.2","posterior mediastinum",NULL
"Primary Site","mediastinum (c38.3)","C38.3","mediastinum",NULL
"Primary Site","pleura (c38.4)","C38.4","parietal pleura",NULL
"Primary Site","pleura (c38.4)","C38.4","pleura",NULL
"Primary Site","pleura (c38.4)","C38.4","visceral pleura",NULL
"Primary Site","overlapping lesion of heart, mediastinum and pleura (c38.8)","C38.8","mediastinum and pleura overlapping lesion of heart",NULL
"Primary Site","overlapping lesion of heart, mediastinum and pleura (c38.8)","C38.8","overlapping lesion of heart mediastinum and pleura",NULL
"Primary Site","overlapping lesion of heart, mediastinum and pleura (c38.8)","C38.8","overlapping lesion of heart, mediastinum and pleura",NULL
"Primary Site","upper respiratory tract (c39.0)","C39.0","upper respiratory tract",NULL
"Primary Site","overlapping lesion of respiratory system and intrathoracic organs (c39.8)","C39.8","overlapping lesion of respiratory system and intrathoracic organs",NULL
"Primary Site","ill-defined sites within respiratory system (c39.9)","C39.9","ill-defined sites within respiratory system",NULL
"Primary Site","ill-defined sites within respiratory system (c39.9)","C39.9","respiratory tract",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","acromioclavicular joint",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","bone of arm",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","bone of forearm",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","bone of shoulder",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","elbow joint",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","humerus",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","long bones of upper limb scapula and associated joints",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","long bones of upper limb, scapula and associated joints",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","radius",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","scapula",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","scapula and associated joints long bones of upper limb",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","shoulder girdle",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","shoulder joint",NULL
"Primary Site","long bones of upper limb, scapula and associated joints (c40.0)","C40.0","ulna",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","bone of finger",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","bone of hand",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","bone of thumb",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","bone of wrist",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","carpal bone",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","hand joint",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","metacarpal bone",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","phalanx of hand",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","short bones of upper limb and associated joints",NULL
"Primary Site","short bones of upper limb and associated joints (c40.1)","C40.1","wrist joint",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","bone of leg",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","femur",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","fibula",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","knee joint",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","lateral meniscus of knee joint",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","long bones of lower limb and associated joints",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","medial meniscus of knee joint",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","semilunar cartilage",NULL
"Primary Site","long bones of lower limb and associated joints (c40.2)","C40.2","tibia",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","ankle joint",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","bone of ankle",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","bone of foot",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","bone of heel",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","bone of toe",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","foot joint",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","metatarsal bone",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","patella",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","phalanx of foot",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","short bones of lower limb and associated joints",NULL
"Primary Site","short bones of lower limb and associated joints (c40.3)","C40.3","tarsal bone",NULL
"Primary Site","overlapping lesion of bones, joints and articular cartilage of limbs (c40.8)","C40.8","joints and articular cartilage of limbs overlapping lesion of bones",NULL
"Primary Site","overlapping lesion of bones, joints and articular cartilage of limbs (c40.8)","C40.8","overlapping lesion of bones joints and articular cartilage of limbs",NULL
"Primary Site","overlapping lesion of bones, joints and articular cartilage of limbs (c40.8)","C40.8","overlapping lesion of bones, joints and articular cartilage of limbs",NULL
"Primary Site","bone of limb (c40.9)","C40.9","articular cartilage of limb",NULL
"Primary Site","bone of limb (c40.9)","C40.9","bone of limb",NULL
"Primary Site","bone of limb (c40.9)","C40.9","cartilage of limb",NULL
"Primary Site","bone of limb (c40.9)","C40.9","joint of limb",NULL
"Primary Site","vertebral column (c41.2)","C41.2","atlas",NULL
"Primary Site","vertebral column (c41.2)","C41.2","axis",NULL
"Primary Site","vertebral column (c41.2)","C41.2","bone of back",NULL
"Primary Site","vertebral column (c41.2)","C41.2","intervertebral disc",NULL
"Primary Site","vertebral column (c41.2)","C41.2","nucleus pulposus",NULL
"Primary Site","vertebral column (c41.2)","C41.2","spinal column",NULL
"Primary Site","vertebral column (c41.2)","C41.2","spine",NULL
"Primary Site","vertebral column (c41.2)","C41.2","vertebra",NULL
"Primary Site","vertebral column (c41.2)","C41.2","vertebral column",NULL
"Primary Site","rib, sternum, clavicle and associated joints (c41.3)","C41.3","clavicle and associated joints sternum rib",NULL
"Primary Site","rib, sternum, clavicle and associated joints (c41.3)","C41.3","costal cartilage",NULL
"Primary Site","rib, sternum, clavicle and associated joints (c41.3)","C41.3","costovertebral joint",NULL
"Primary Site","rib, sternum, clavicle and associated joints (c41.3)","C41.3","rib sternum clavicle and associated joints",NULL
"Primary Site","rib, sternum, clavicle and associated joints (c41.3)","C41.3","rib, sternum, clavicle and associated joints",NULL
"Primary Site","rib, sternum, clavicle and associated joints (c41.3)","C41.3","sternocostal joint",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","acetabulum",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","bone of hip",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","coccyx",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","coccyx and associated joints sacrum pelvic bones",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","hip joint",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","ilium",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","innominate bone",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","ischium",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","pelvic bone",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","pelvic bones sacrum coccyx and associated joints",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","pelvic bones, sacrum, coccyx and associated joints",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","pubic bone",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","sacrum",NULL
"Primary Site","pelvic bones, sacrum, coccyx and associated joints (c41.4)","C41.4","symphysis pubis",NULL
"Primary Site","overlapping lesion of bones, joints and articular cartilage (c41.8)","C41.8","joints and articular cartilage overlapping lesion of bones",NULL
"Primary Site","overlapping lesion of bones, joints and articular cartilage (c41.8)","C41.8","overlapping lesion of bones joints and articular cartilage",NULL
"Primary Site","overlapping lesion of bones, joints and articular cartilage (c41.8)","C41.8","overlapping lesion of bones, joints and articular cartilage",NULL
"Primary Site","bone (c41.9)","C41.9","articular cartilage",NULL
"Primary Site","bone (c41.9)","C41.9","bone",NULL
"Primary Site","bone (c41.9)","C41.9","cartilage",NULL
"Primary Site","bone (c41.9)","C41.9","joint",NULL
"Primary Site","bone (c41.9)","C41.9","skeletal bone",NULL
"Primary Site","blood (c42.0)","C42.0","blood",NULL
"Primary Site","bone marrow (c42.1)","C42.1","bone marrow",NULL
"Primary Site","spleen (c42.2)","C42.2","spleen",NULL
"Primary Site","reticuloendothelial system,nos (c42.3)","C42.3","reticuloendothelial system",NULL
"Primary Site","reticuloendothelial system,nos (c42.3)","C42.3","reticuloendothelial system,nos",NULL
"Primary Site","hematopoietic system (c42.4)","C42.4","hematopoietic system",NULL
"Primary Site","skin of lip (c44.0)","C44.0","skin of lip",NULL
"Primary Site","skin of lip (c44.0)","C44.0","skin of lower lip",NULL
"Primary Site","skin of lip (c44.0)","C44.0","skin of upper lip",NULL
"Primary Site","eyelid (c44.1)","C44.1","canthus",NULL
"Primary Site","eyelid (c44.1)","C44.1","eyelid",NULL
"Primary Site","eyelid (c44.1)","C44.1","inner canthus",NULL
"Primary Site","eyelid (c44.1)","C44.1","lid",NULL
"Primary Site","eyelid (c44.1)","C44.1","lower lid",NULL
"Primary Site","eyelid (c44.1)","C44.1","meibomian gland",NULL
"Primary Site","eyelid (c44.1)","C44.1","outer canthus",NULL
"Primary Site","eyelid (c44.1)","C44.1","palpebra",NULL
"Primary Site","eyelid (c44.1)","C44.1","upper lid",NULL
"Primary Site","external ear (c44.2)","C44.2","auditory canal",NULL
"Primary Site","external ear (c44.2)","C44.2","auricle",NULL
"Primary Site","external ear (c44.2)","C44.2","auricular canal",NULL
"Primary Site","external ear (c44.2)","C44.2","ceruminal gland",NULL
"Primary Site","external ear (c44.2)","C44.2","concha",NULL
